"CWPName","SourceID","CWPStreet","CWPCity","CWPState","RegistryID","SupOver80CountUsDisp","CWPBioInspCount","BioVioLastYearFlag","BioQtrsWithVio","CWPBioFeaCount"
"LAKE TAWAKONI STATE PARK WWTP","TX0129780","10822 FMR 2475","HUNT COUNTY","TX","110030770985","1",0,"N",0,0
"LAKE TEXANA PLANT 1 WWTP","TX0079006","891 BRACKENRIDGE PKWY","EDNA","TX","110009777278","0",0,"N",0,0
"LAKE WALES CITY OF - WWTP","FLL129844","840 HENRY ST","LAKE WALES","FL","110027968439","2",0,"N",0,0
"LAKE WALES STP","FLL026379","PO BOX 1320","LAKE WALES","FL","110069999580",,0,"N",0,0
"LAKE WHITNEY PRESERVE WWTP","TX0097691","417 THOUSAND TRAILS DR","WHITNEY","TX","110009775305","0",0,"N",0,0
"LAKE WILLIAMSON CHRISTIAN CENTER","ILL045373","PO BOX 620","CARLINVILLE","IL","110070001606",,0,"N",0,0
"LAKELAND WOODS SD","OH0079103","STATE RTE 34","BRYAN","OH","110006224255","0",0,"N",0,0
"LAKELAND, CITY OF - GLENDALE WRF","FL0039772","1825 GLENDALE ST","LAKELAND","FL","110035505361","0",0,"N",0,0
"LAKELAND, CITY OF - NORTHSIDE WRF","FLL012985","3600 E LAKE PARKER DR","LAKELAND","FL","110028252888","3",0,"N",0,0
"LAKENGREN WATER AUTHORITY","OH0049476","3800 LONGMAN RD","EATON","OH","110006280461","0",0,"N",0,0
"LAKER SCHOOLS-HURON CO","MIG580385","6136 PIGEON RD","PIGEON","MI","110015848092","0",0,"N",0,0
"LAKES OF FAIRHAVEN WWTP","TX0125806","21118 W FARWOOD TERRACE","CYPRESS","TX","110010921137","0",0,"N",0,0
"LAKES OF MISSION GROVE WWTP","TX0118982","3 MI NE OF INTEX FMR 359 & FMR 723","FORT BEND COUNTY","TX","110010921155","0",0,"N",0,0
"LAKESHORE HIGH SCHOOL","LAJ660208","26301 HWY 1088","LACOMBE","LA","110044261633","0",0,"N",0,0
"LAKESIDE VILLAGE","TX0063509","258 E LAKE DR","LIVINGSTON","TX","110010922984","0",0,"N",0,0
"LAKESIDE WWTF","COG589098","28330 RD K.2","MONTEZUMA COUNTY","CO","110020527143","0",1,"N",0,0
"LAKEVIEW CAMP WWTP","TX0118877","5128 FM 66","MAYPEARL","TX","110071150444","0",0,"N",0,0
"LAKEVIEW ESTATES MHP WWSL","MIG580073","8499 EAST M-71","DURAND","MI","110009911088","0",0,"N",0,0
"LAKEVIEW METHODIST CONFERENCE CENTER WWTP","TX0066150","400 PRIVATE RD 6036","PALESTINE","TX","110010842829","0",0,"N",0,0
"LAKEVIEW MHP","OH0044881","2917 DURST-COLEBROOK RD","CORTLAND","OH","110006699723","0",0,"N",0,0
"LAKEVIEW REGIONAL WATER RECLAMATION PLANT","TX0020354","PO BOX 305","LEWISVILLE","TX","110002062650","6",0,"N",0,0
"LAKEVIEW RV PARK & AMP MOTEL WWTP","TX0135089","5896 SH 147","ZAVALLA","TX","110064647413","0",0,"N",0,0
"LAKEVIEW WWTP","MI0023388","10780 SATTERLEE ROAD","LAKEVIEW","MI","110006740713","0",0,"N",0,0
"LAKEWOOD CARE CENTER","MO0114120","ENGLISH ROAD","PACIFIC","MO","110009870390","0",0,"N",0,0
"LAKEWOOD STP, VILLAGE OF","IL0045446","6650 HALIGUS ROAD","LAKEWOOD","IL","110009986408","0",0,"N",0,0
"LAKEWOOD WW AUTH WWTP","MI0042978","13751 HARWOOD ROAD","LAKE ODESSA","MI","110006740287","0",0,"N",0,0
"LAKEWOOD WWTP","OH0026018","1699 PARK DR - METROPOLITAN PARK","LAKEWOOD","OH","110000737588","0",1,"N",0,0
"LAKOTA WWTP","WAL022624","3203 SW DASH POINT RD","FEDERAL WAY","WA","110010135567","2",0,"N",0,0
"LAMAR CITY OF","COL023671","102 EAST PARMENTER","LAMAR","CO","110055974637","4",0,"N",0,0
"LAMAR CITY OF","CO0023671","102 E PARMENTER ST","LAMAR","CO","110039780662","4",0,"N",0,0
"LAMAR CLOSED SANITARY LANDFILL","MOL110272","150 SW 10TH LANE","LAMAR","MO","110070029654","1",0,"N",0,0
"LAMBERTVILLE SEWAGE AUTH","NJL020915","LAMBERT LANE EXT","LAMBERTVILLE","NJ","110032258107","0",0,"N",0,0
"LAMBLAND INC. DBA A1 ORGANICS","COG650137","16350 WCR 76","EATON","CO","110022914934","0",0,"N",0,0
"LAMBLAND, INC. DBA A1 ORGANICS","COL650137","16350 WCR 76","EATON","CO","110022914934","0",0,"N",0,0
"LAMONT WWTP","CAL000433","8624 SEGRUE RD","LAMONT","CA","110055996793","10",0,"N",0,0
"LANCASTER AREA SEWER AUTHORITY","PAL042269","130 CENTERVILLE ROAD","LANCASTER COUNTY","PA","110064643024","0",1,"N",0,0
"LANCASTER CO/INDIANLAND WWTP","SCL047864","W OF US HWY 521","LANCASTER","SC","110006623289","1",0,"N",0,0
"LANCASTER W W T F","NHL100145","WATER STREET","LANCASTER","NH","110070000562",,0,"N",0,0
"LANCASTER WPCF","OH0026026","800 S LAWRENCE ST","LANCASTER","OH","110000550458","2",1,"N",0,0
"LANCASTER WWTP","KYL020974","308 W MAPLE AVE STE 1","LANCASTER","KY","110039705049","2",0,"N",0,0
"LANCASTER WWTP","KY0020974","W BUFORD ST","LANCASTER","KY","110039705049","2",0,"N",0,0
"LANCASTER/CATAWBA RIVER","SCL046892","LOCKWOOD LN","LANCASTER","SC","110006623305","0",0,"N",0,0
"LAND MANAGEMENT INC","WI0057720","N2762 COUNTY ROAD C, DARIEN, WI 53707","DARIEN","WI","110056373133","0",0,"N",0,0
"LAND O' LAKES SUBREGIONAL WWTP","FLL012731","6003 PARKWAY BLVD","NEW PORT RICHEY","FL","110070001273",,0,"N",0,0
"LANDER, CITY OF","WYL020389","240 LINCOLN STREET","LANDER","WY","110058290200","0",0,"N",0,0
"LANDIS SEWERAGE AUTHORITY","NJL143529","1776 S MILL RD","VINELAND","NJ","110014578233","1",1,"N",0,0
"LANGDON CITY OF","NDL020630","324 8TH AVE","LANGDON","ND","110040032176","0",0,"N",0,0
"LANGHAM CREEK UD WWTP","TX0064734","17350 PATTIGLEN DR","HOUSTON","TX","110002064033","4",0,"N",0,0
"LANGLEY PUBLIC WORKS AUTHORITY","OK0039128","446579 E 390 RD","LANGLEY","OK","110011007249","I",1,"N",0,0
"LANSDALE STP","PAL026182","9TH STREET AND MOYERS ROAD","LANSDALE","PA","110064277438","6",0,"N",0,0
"LANSE WWTP","MI0020133","411 NORTH 4TH STREET","L'ANSE","MI","110007583132","2",0,"N",0,0
"LANSING WWTP","MI0023400","1625 SUNSET AVENUE","LANSING","MI","110001934505","0",0,"N",0,0
"LANTANA AT ROUND TOP & LANTANA SHOPS","TX0138924","APPROX 1 MI NE OF INTEX OF STATE HWY 237","ROUND TOP","TX","110070501639","0",0,"N",0,0
"LAPEER COUNTY VOCATIONAL TECHN","MIG960074","690 NORTH LAKE PLEASANT ROAD","ATTICA","MI","110040046928","0",0,"N",0,0
"LAPEER WWTP","MI0020460","576 LIBERTY PARK","LAPEER","MI","110000737007","0",0,"N",0,0
"LAPORTE WWTP","INL025577","2101 BOYD BLVD","LA PORTE","IN","110000554276","0",0,"N",0,0
"LAPOYNER ISD WWTF","TX0105902","13155 US HWY 175 EAST","LARUE","TX","110010131080","0",0,"N",0,0
"LAQUINTA INN & SUITES","LAJ660119","189 SYNERGY CENTER BLVD","HOUMA","LA","110035771652","9",0,"N",0,0
"LARAMIE WASTEWTR TRETMNT PLANT","WYL022209","2778 BANNER ROAD","LARAMIE","WY","110006684490","1",3,"Y",4,0
"LARAMIE, CITY OF","WYG650008","2778 BANNER ROAD","LARAMIE","WY","110006684490","1",0,"N",0,0
"LAREDO/COLUMBIA SOLIDARITY BRIDGE WWTF","TX0107395","1.1 MI SW FM 1472 AND SH 255 ON UNAMED CO RD AND","LAREDO","TX","110009773922","3",0,"N",0,0
"LARGO, CITY OF","FL0026603","5100 150TH AVE N","CLEARWATER","FL","110027962514","12",0,"N",0,1
"LARKSPUR TOWN OF","COL035891","PO BOX 310","LARKSPUR","CO","110070004114",,0,"N",0,0
"LARNED WASTEWATER PLANT ","KSL098752","UNKNOWN","LARNED","KS","110038075409","0",0,"N",0,0
"LARNED, CITY OF","KS0098752","UNKNOWN","LARNED","KS","110028289830","0",0,"N",0,0
"LARRY SIMMERING RECOVERY","MO0113182","360 RINEHART RD","BRANSON","MO","110006726917","0",0,"N",0,0
"LAS ANIMAS WWTF","CO0040690","APPROX 1/4 MI NE OF CITY","LAS ANIMAS","CO","110055974646","0",1,"N",0,0
"LAS CRUCES, CITY OF","NML023311","680 N. MOTEL BLVD.","LAS CRUCES","NM","110070003009","7",1,"N",0,0
"LAS CRUCES, CITY OF - EAST MESA WATER RECLAMATION FACILITY","NML030872","5150 E. LOHMAN AVENUE","LAS CRUCES","NM","110042387459","0",0,"N",0,0
"LAS GALLINAS VALLEY STP","CAL037851","300 SMITH RANCH RD","SAN RAFAEL","CA","110037253423","0",0,"N",0,0
"LAS LOMAS WWTP","TX0129623","APPX 950 FT NW OF FM 148 & 1450' SW OF INTX OF","KAUFMAN","TX","110043746890","0",0,"N",0,0
"LAS VEGAS ST WWTF","COL026735","825 EAST LAS VEGAS STREET","COLORADO SPRINGS","CO","110037271163","2",0,"N",0,0
"LAS VEGAS WQCP","NVL020133","6005 E. VEGAS VALLEY DRIVE","LAS VEGAS","NV","110000543635","7",0,"N",0,0
"LAS VEGAS, CITY OF (SOUTH EAST","NML028827","EAST  FRONTAGE ROAD OF I-25","LAS VEGAS","NM","110039926818","0",0,"N",0,0
"LAS VIRGENES TAPIA WRF/COMPOST","CAL056014","4232 LAS VIRGENES ROAD","CALABASAS","CA","110013138602","2",0,"N",0,0
"LASALLE EAST SIDE WWTP, CITY OF","ILL078336","TOWNSHIP 33N, RANGE 1E SECTION 11","LASALLE STREET STATION","IL","110044898135","4",0,"N",0,0
"LASALLE LANDING MHC","MI0056022","NORTHWEST CORNER OF SOUTH DIXIE HIGHWAY AND RAUCH","LA SALLE","MI","110009899958","0",0,"N",0,0
"LASALLE STP, CITY OF","ILL029424","400 RIVER ROAD","LA SALLE","IL","110000731673","4",0,"N",0,0
"LASALLE TOWN OF","COL090101","128 N 2 ST","LA SALLE","CO","110070003558","3",0,"N",0,0
"LASALLE WASTEWATER TREATMENT PLANT - SOUTH","IL0029424","400 RIVER STREET","LA SALLE","IL","110000731673","4",0,"N",0,0
"LAST DOLLAR WWTF","COG589153","SUNDANCE ROAD NEAR TOWN","SAN MIGUEL COUNTY","CO","110022455458","0",2,"N",0,0
"LATEXO WETLANDS","TX0114812","298 FM RD 2663","LATEXO","TX","110009772969","0",0,"N",0,0
"LATROBE SEWAGE TREATMENT PLANT","PAL026069","P.O. BOX 88","LATROBE","PA","110010793141","1",0,"N",0,0
"LATTIMORE MATERIALS CORP.-STRINGTOWN CRUSHER","OK0040762","100 E REBA MCENTIRE AVE","STRINGTOWN","OK","110007384954","I",1,"N",0,0
"LATTIMORE MATERIALS CORPORATION-THACKERVILLE SAND PLANT","OKG950074","12611 BURKHART RD","MARIETTA","OK","110063712415","1",1,"N",0,0
"LATTY WWTP","OH0058246","E END OF BROADWAY","LATTY","OH","110009153129","0",0,"N",0,0
"LAUGHLIN AFB WWTP ","TX0022608","251 4TH ST","VAL VERDE COUNTY","TX","110064117726","0",0,"N",0,0
"LAUGHLIN WRF","NVL021563","450 BRUCE WOODBURY DR.","LAUGHLIN","NV","110000914690","3",0,"N",0,0
"LAURA WWTP","OH0112704","505 S MAIN ST","LAURA","OH","110009821274","0",0,"N",0,0
"LAUREL POTW, NUMBER 1","MSL024163","1300 CREEK ROAD AVENUE","LAUREL","MS","110002307138","7",0,"N",0,0
"LAUREL POTW, NUMBER 2","MSL020176","341 FLORA DR","LAUREL","MS","110002307147","5",0,"N",0,0
"LAUREL WWTP","DEL020125","10012 CLEAR WATER LANE","LAUREL","DE","110070003329","0",0,"N",0,0
"LAUREL, CITY OF","MTG650065","1501 SEWER PLANT ROAD","LAUREL","MT","110055482909","0",0,"N",0,0
"LAURELVILLE WWTP","OH0050784","16111 CREAMERY HILL RD","LAURELVILLE","OH","110006309949","0",0,"N",0,0
"LAURENS CO W&S/CLINTON-JOANNA","SCL037974","OFF US HWY 76 IN JOANNA","JOANNA","SC","110000708413","1",0,"N",0,0
"LAURENS COMM OF PW/LAURENS LIT","SCL020702","COMMISSION DR RD 467","LAURENS","SC","110006623314","6",0,"N",0,0
"LAURIN MAXTON AIRPORT","NCL044724","P.O. BOX 31","LAURINBURG","NC","110070003341",,0,"N",0,0
"LAVON WEST WWTP","TX0129089","3680' NE OF THE INTX OF PARKER RD AND AZTEC LN","WYLIE","TX","110064644817","0",0,"N",0,0
"LAVONIA WPCP","GAL047589","FRANKLIN COUNTY","LAVONIA","GA","110020731715","0",0,"N",0,0
"LAWRENCE, CITY OF","KSL038644","PO BOX 708","LAWRENCE","KS","110070001979",,0,"N",0,0
"LAWRENCE, CITY OF  (WAKARUSA)","KS0099031","2300 E 41ST ST","LAWRENCE","KS","110039404962","0",1,"N",0,0
"LAWRENCE, CITY OF KANSAS RIVER WWTF (WWTP)","KS0038644","1400 EAST 8TH STREET","LAWRENCE","KS","110002045812","1",1,"N",0,0
"LAWRENCE, CITY OF WAKARUSA FACILITY","KSL099031","UNKNOWN","LAWRENCE","KS","110038036407","0",1,"N",4,0
"LAWRENCEBURG STP","TNL022551","EZELL DRIVE.","LAWRENCEBURG","TN","110005006518","7",0,"N",0,0
"LAWRENCEBURG STP","KY0021067","1145 US 127 BYPASS N","LAWRENCEBURG","KY","110006367127","0",0,"N",0,0
"LAWRENCEBURG STP","KYL021067","205 E WOODFORD ST","LAWRENCEBURG","KY","110006367127","0",0,"N",0,0
"LAWRENCEBURG WWTP","KYL021607","100 NORTH MAIN STREET","LAWRENCEBURG","KY","110070003778","0",0,"N",0,0
"LAWRENCEVILLE STP, CITY OF","IL0029467","1502 3RD STREET","LAWRENCEVILLE","IL","110000873314","6",0,"N",0,0
"LAWRENCEVILLE WWTP, CITY OF","ILL029467","1502 3RD STREET","LAWRENCEVILLE","IL","110000873314","6",0,"N",0,0
"LAWSON HILL PUD ILLIUM VALLEY WWTF","COG588021","801 VANCE DR AND CR 63L","SAN MIGUEL COUNTY","CO","110022455537","0",1,"N",0,0
"LAWTON WWTP","MI0055514","625 W. UNION STREET","LAWTON","MI","110009899841","1",0,"N",0,0
"LAWTON, CITY OF","OK0035246","8104 SE 15TH ST","LAWTON","OK","110022636717","0",7,"N",0,0
"LAZY GLEN HOMEOWNERS ASSOC.","COL588049","25525 HWY 82","SNOWMASS","CO","110055992813","0",0,"N",0,0
"LAZY OAK SUB WWTP","MI0057704","9601 OAK COMMONS DRIVE","CARLETON","MI","110022427649","0",0,"N",0,0
"LAZY RIVER IMPROVEMENT DISTRICT WWTF","TX0069256","830 GLEN HOLLOW SOUTH ","CONROE","TX","110009778375","0",0,"N",0,0
"LBVSD ATHERTON WWTP","MO0101087","21208 E OLD ATHERTON RD","INDEPENDENCE","MO","110001449969","0",1,"N",0,0
"LBVSD MIDDLE BIG CREEK WWTP","MO0058629","28800 EAST 58 HIGHWAY","PLEASANT HILL","MO","110006730252","1",0,"N",0,0
"LBVSD, ATHERTON PLANT","MOL101087","21208 E OLD ATHERTON RD","INDEPENDENCE","MO","110001449969","0",5,"Y",13,0
"LCDPW - MILL CREEK WRF","IL0071366","16750 WEST ANCONA AVENUE","OLD MILL CREEK","IL","110001123819","0",0,"N",0,0
"LCDPW - MILL CREEK WRF","ILL071366","16750 WEST ANCONA AVENUE","OLD MILL CREEK","IL","110001123819","0",1,"N",0,0
"LCDPW-DES PLAINES RIVER STP","ILL022055","800 KRAUSE DRIVE","BUFFALO GROVE","IL","110001103975","1",0,"N",0,0
"LCDPW-DIAMOND-SYLVAN LAKE WRF","IL0022080","26055 NORTH MIDLOTHIAN ROAD","MUNDELEIN","IL","110009988978","0",0,"N",0,0
"LCDPW-NEW CENTURY TOWN STP","ILL022071","50 SOUTH AMERICAN WAY","LAKE COUNTY","IL","110064328259","0",0,"N",0,0
"LCPWD-NEW CENTURY TOWN WRF","IL0022071","50 SOUTH AMERICAN WAY","VERNON HILLS","IL","110064328259","0",0,"N",0,0
"LE MARS CITY OF STP","IA0036536","705 5TH AVENUE NW","LE MARS","IA","110039988494","0",1,"N",0,0
"LE ROY (V)","NYL030546","3 WEST MAIN STREET","LE ROY","NY","110010785169","0",1,"N",0,0
"LE-O-NA FALLS MHP","OH0133698","8112 RTE 55 W","LUDLOW FALLS","OH","110006210876","1",0,"N",0,0
"LEAD-DEADWOOD SANITARY DISTRICT","SDL020796","60 CRESCENT STREET","DEADWOOD","SD","110002046928","1",3,"N",0,0
"LEADVILLE SANITATION DISTRICT","CO0021164","13867 S HWY 24","LEADVILLE","CO","110012361336","0",1,"N",0,0
"LEADVILLE SANITATION DISTRICT","COL021164","PO BOX 253","LEADVILLE","CO","110070000044",,0,"N",0,0
"LEADVILLE SANITATION DISTRICT","COL620005","P.O. BOX 253","LEADVILLE","CO","110070002122",,0,"N",0,0
"LEADVILLE WWTP","COG650074","13867 U.S. HWY 24","LEADVILLE","CO","110064252277","0",0,"N",0,0
"LEAF RIVER - WWTP","IL0029475","208 WEST RAIL ROAD STREET","LEAF RIVER","IL","110006769899","0",0,"N",0,0
"LEAFY OAKS RV PARK INC","OH0126837","6955 S STATE RTE 101","CLYDE","OH","110006275878","0",0,"N",0,0
"LEAVENWORTH, CITY OF","KSL036366","100 N. 5TH STREET","LEAVENWORTH","KS","110017497635","2",1,"N",0,0
"LEBANON","KYL026459","1 CLEARWATER DRIVE","LEBANON","KY","110070000508","0",0,"N",0,0
"LEBANON STP","TNL028754","321 HARTMANN DRIVE","LEBANON","TN","110000553696","1",0,"N",0,0
"LEBANON STP","KYL026549","PO BOX 840","LEBANON","KY","110002041371","1",2,"N",0,0
"LEBANON STP, CITY OF","ILL029483","10324 STRACK LANE","LEBANON","IL","110006769906","0",0,"N",0,0
"LEBANON W W T F","NHL100366","28 MARKET ST","WEST LEBANON","NH","110002320783","1",1,"N",0,0
"LEBANON WWTP","IN0020818","802 LAFAYETTE AVE","LEBANON","IN","110006645648","2",0,"N",0,0
"LEBANON WWTP","INL020818","401 S MERIDIAN ST","LEBANON","IN","110070001432","0",0,"N",0,0
"LEBANON WWTP","OH0021059","1525 MASON MORROW MILLGROVE RD","LEBANON","OH","110000914654","0",0,"N",0,0
"LEBANON WWTP","MO0089010","1727 MAIN","LEBANON","MO","110009875377","0",0,"N",0,0
"LEBANON, CITY OF","ORL020818","33110 TENNESSEE RD","LEBANON","OR","110014215081","4",2,"N",0,0
"LEDYARD WPC AUTHORITY","CT0101681","741 COLONEL LEDYARD HIGHWAY","LEDYARD","CT","110006780849","0",0,"N",0,0
"LEE COUNTY COMPOSTING FACILITY","FLL658189","5500 CHURCH ROAD","FORT MYERS","FL","110070002241","5",0,"N",0,0
"LEE COUNTY COMPOSTING FACILITY","FLL05B588","5500 CHURCH ROAD","FELDA","FL","110071445791","0",0,"N",0,0
"LEE COUNTY FWSD 1 WWTP","TX0077429","APPROX .5 M NE OF DIME BOX CIT","DIME BOX","TX","110009777483","0",0,"N",0,0
"LEE COUNTY UTILITIES","FLL039829","1500 MONROE STREET","FORT MYERS","FL","110000511704","0",1,"N",0,0
"LEE COUNTY WTP","TX0132659","1805 CR 313","LEXINGTON","TX","110059711012","0",0,"N",0,0
"LEE COUNTY-PINE ISLAND","FLL176460","P.O. BOX 398","FT MYERS","FL","110070001671",,0,"N",0,0
"LEE LAKE WATER DISTRICT","CAL000100","22646 TEMESCAL CANYON ROAD","CORONA","CA","110039793337","0",0,"N",0,0
"LEE MOBILE HOME PARK","COL589070","13801 RD 28","DOLORES","CO","110070003923","0",0,"N",0,0
"LEE ROAD JR HIGH SCHOOL","LAJ660179","79131 HWY 40 LEE RD","COVINGTON","LA","110011167708","0",0,"N",0,0
"LEE W W T F","MAL100153","365 PLEASANT STREET","LEE","MA","110070000688","0",0,"N",0,0
"LEE WWTP, TOWN OF","MA0100153","379 PLEASANT STREET","LEE","MA","110000732583","0",0,"N",0,0
"LEE'S HAMBURGERS INC.","LAJ660184","1541 HWY 190 W","SLIDELL","LA","110041900690","7",0,"N",0,0
"LEEDS WRF","AL0067067","800 HELEN STREET","LEEDS","AL","110006644587","5",0,"N",0,0
"LEESBURG TOWN - WATER POLLUTION CONTROL DIVISION","VALL92282","1391 RUSSEL BRANCH PKWY","LEESBURG","VA","110070025544","0",0,"N",0,0
"LEESBURG WATER POLLUTION","VAL092282","1391 EAST MARKET STREET","LESSBURG","VA","110002042067","0",0,"N",0,0
"LEESBURG WWTP","OH0050881","7 EAST ST","LEESBURG","OH","110006310358","0",0,"N",0,0
"LEESBURG, CITY OF","FLL105066","PO BOX 490630","LEESBURG","FL","110000513310","7",1,"N",0,0
"LEESBURG/TURNPIKE WWTF","FLL105147","1600 COUNTY ROAD 470","LEESBURG","FL","110070003334","3",0,"N",0,0
"LEESVILLE, TOWN OF (OXIDATION","LAL043575","HWY 467 1 M E LEESVILLE","LEESVILLE","LA","110009576654","1",0,"N",0,0
"LEETONIA WWTP","OH0021652","3 SAINT PETERS ST","LEETONIA","OH","110006355194","3",0,"N",0,0
"LEEVILLE SHORE BASE","LAJ660168","25700 HWY 1","GOLDEN MEADOW","LA","110024564078","0",0,"N",0,0
"LEFLORE COUNTY RW & SD #5","OKG580052","21534 W MAIN","HOWE","OK","110025211278","I",3,"N",0,0
"LEFT HAND WATER AND SANITATION DISTRICT","COL631007","3039 N LAKERIDGE TRAIL","BOULDER","CO","110070002987","0",0,"N",0,0
"LEHIGH ACRES UTILITIES INC","FLL014565","500 CONSTRUCTION LN","LONGWOOD","FL","110070003896",,0,"N",0,0
"LEICESTER WATER SUPPLY DISTRCT","MAL101796","124 PINE STREET","LEICESTER","MA","110006744513","0",0,"N",0,0
"LEIPSIC WWTP","OH0020826","252 ORCHARD DR","LEIPSIC","OH","110006700285","3",0,"N",0,0
"LEITCHFIELD STP","KYL022934","PO BOX 398","LEITCHFIELD","KY","110000577126","1",0,"N",0,0
"LEITCHFIELD STP","KY0022934","218 COMMERCE DR","LEITCHFIELD","KY","110000577126","1",0,"N",0,0
"LEITH CREEK WWTP","NC0020656","HALL ST EXTENSION","LAURINBURG","NC","110006644186","7",0,"N",0,0
"LEMOORE NAS WWTF","CAL010542","730 NAVAL STATION BOULEVARD RM 111","LEMOORE","CA","110069997874","3",0,"N",0,0
"LEMOORE WWTP","CAL000435","119 FOX ST","LEMOORE","CA","110006784364","8",0,"N",0,0
"LEMOYNE BOROUGH MUNICIPAL AUTH","PAL026441","510 HERMAN AVENUE","CUMBERLAND COUNTY","PA","110020623244","0",0,"N",0,0
"LENA STP, VILLAGE OF","IL0024945","230 EAST TOWNLINE ROAD","LENA","IL","110009988549","1",0,"N",0,0
"LENAWEE CDC-LOCH ERIN WWTP","MI0053848","7111 REED ROAD","ONSTED","MI","110006739958","0",0,"N",0,0
"LENAWEE CDC-POSEY LK WWSL","MIG580014","14550 BEECHER ROAD","HUDSON","MI","110009911293","0",0,"N",0,0
"LENAWEE CDC-WAMPLERS LK WWSL","MIG580392","6213 TRIPP ROAD","BROOKLYN","MI","110020066122","0",0,"N",0,0
"LENNOX, CITY OF","SDL021768","PO BOX 228","LENNOX, CITY OF","SD","110070105446","0",2,"N",0,0
"LENOIR CITY STP","TNL020494","200 DEPOT STREET","LENOIR CITY","TN","110006521077","4",0,"N",0,0
"LENOX  W W T P","MAL100935","275 MAIN STREET","LENOX","MA","110013697035","0",0,"N",0,0
"LENOX CENTER W W T P","MA0100935","239 CRYSTAL STREET","LENOX DALE","MA","110009023341","0",0,"N",0,0
"LEOMINSTER W W T P","MAL100617","436 MECHANIC ST","LEOMINSTER","MA","110024373569","6",0,"N",0,0
"LEON CREEK WATER RECYCLING CENTER WWTP","TX0052639","1104 MAUERMAN ROAD","SAN ANTONIO","TX","110000501868","9",0,"N",0,0
"LEON ISD WWTP","TX0135127","12168 US HWY 79","JEWETT","TX","110064630261","0",0,"N",0,0
"LEON PLANT WWTP","TX0024953","1100 COLLEGE ST","GATESVILLE","TX","110064622733","0",0,"N",0,0
"LEONI TWP WWTP","MI0045942","8401 PAGE AVENUE","JACKSON","MI","110006650025","0",0,"N",0,0
"LEONVILLE WWTF","LAJ650054","LA HWY 740 AT THE END OF GARLAND LN","LEONVILLE","LA","110044259085","0",0,"N",0,0
"LEROY HIGH SCHOOL","AL0042391","26301 HIGHWAY 43","LEROY","AL","110020743917","2",0,"N",0,0
"LEROY KEKOSKEE WWTF COMMISSION","WI0035548","N9490 ROCKVALE ROAD, KEKOSKEE, WISCONSIN","KEKOSKEE","WI","110010885854","0",0,"N",0,0
"LEROY STP, CITY OF","ILL021563","701 SOUTH EAST STREET","MORAINE VIEW STATE PARK","IL","110009989209","0",0,"N",0,0
"LEROY STP, CITY OF","IL0021563","701 SOUTH EAST STREET","LEROY, TOWNSHIP OF","IL","110009989209","0",0,"N",0,0
"LESLIE WWTP","MI0020796","640 WASHBURN STREET","LESLIE","MI","110006649840","0",0,"N",0,0
"LESOURDSVILLE WATER RECLAMATION FACILITY","OH0049417","5260 HAMILTON-MIDDLETOWN RD","HAMILTON","OH","110009688579","0",0,"N",0,0
"LESSBURG STP","VAL021377","25 WEST MARKET STREET","LEESBURG","VA","110054928478","0",0,"N",0,0
"LEVERETT'S CHAPEL ISD WWTP","TX0030686","8956 HWY 42/135 N OVERTON","LAIRD HILL","TX","110006687371","3",0,"N",0,0
"LEVYTOWN STP","LAJ660131","304 HWY 311","SCHRIEVER","LA","110043488428","0",0,"N",0,0
"LEWISBURG AREA JT. SEWER AUTH","PAL044661","COLLEGE PARK STP","EAST BUFFALO, TOWNSHIP OF","PA","110010150497","0",0,"N",0,0
"LEWISBURG STP","TNL022888","100 WATER STREET","LEWISBURG","TN","110006367680","0",0,"N",0,0
"LEWISBURG WWTP","OH0026051","400 TILLMAN LN","LEWISBURG","OH","110009822923","0",0,"N",0,0
"LEWISTON MASTER SD","NYL027766","501 PLETCHER ROAD","LEWISTON","NY","110070000438","0",0,"N",0,0
"LEWISTON, CITY OF","IDL022055","900 7TH AVENUE NORTH","LEWISTON","ID","110005782536","4",0,"N",0,0
"LEWISTON-AUBURN WATER POLLUTIO","MEL101478","535 LINCOLN ST","LEWISTON","ME","110009913068","0",0,"N",0,0
"LEWISTOWN BORO","PAL026280","2 E. THIRD STREET","LEWISTOWN, MIFFLIN COUNTY","PA","110064329622","8",1,"N",0,0
"LEWISTOWN COMMUNITY SEWAGE PROJECT","LAJ660079","TRIPLE OAKS ST.","MATHEWS","LA","110043269405","7",0,"N",0,0
"LEWISTOWN COMMUNITY SEWAGE PROJECT","LAJ660078","WILLIAMS ST.","RACELAND","LA","110043269389","7",0,"N",0,0
"LEWISTOWN COMMUNITY SEWAGE PROJECT","LAJ660080","BROCATO LANE","RACELAND","LA","110043269414","7",0,"N",0,0
"LEXINGTON REGIONAL WWTP","NC0055786","500 GLENDALE RD","LEXINGTON","NC","110000579455","2",0,"N",0,0
"LEXINGTON STP","VAL020567","300 E WASHINGTON ST.","LEXINGTON","VA","110054928469","4",0,"N",0,0
"LEXINGTON TOWN BRANCH STP","KYL021491","301 JIMMIE CAMPBELL DR","LEXINGTON","KY","110064641268","8",0,"N",0,0
"LEXINGTON TOWN BRANCH STP","KY0021491","301 JIMMIE CAMPBELL DR","LEXINGTON","KY","110064641268","8",0,"N",0,0
"LEXINGTON WASTEWATER FACILITY","TNL024341","677 SOUTH MAIN","LEXINGTON","TN","110006367760","5",0,"N",0,0
